,study_ID,site_ID,state,rye_planting_date,rye_sampling_date,growing_days,N_rate_fall.kg_ha,N_rate_spring.kg_ha,zone,GS0_20avgTmin,GS0_20avgTmax,GS0_20avgTavg,GS0_20avgSrad,GS0_20cRain,GS0_20cGDD,GS20_30avgTmin,GS20_30avgTmax,GS20_30avgTavg,GS20_30avgSrad,GS20_30cRain,GS20_30cGDD,GS30_40avgTmin,GS30_40avgTmax,GS30_40avgTavg,GS30_40avgSrad,GS30_40cRain,GS30_40cGDD,GS40_50avgTmin,GS40_50avgTmax,GS40_50avgTavg,GS40_50avgSrad,GS40_50cRain,GS40_50cGDD,GS50avgTmin,GS50avgTmax,GS50avgTavg,GS50avgSrad,GS50cRain,GS50cGDD,FallcumGDD,SpringcumGDD,TotalcumGDD,OM (%/100),Sand,Silt,Clay,awc,legume_preceding,planting_method,cn_ratio_mean,cn_ratio_std,cn_ratio_count,biomass_mean,biomass_mean_std,biomass_count
313,14,4,MD,11/27/16,4/11/17,135,0,0,7b,0.42,10.27,5.34,9.08,224.55,288.18,7.25,18.07,12.66,15.85,67.04,115.635,8.47,28.62,18.55,23.76,0,28.295,,,,,,,,,,,,,17.58,222.595,432.095,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,7447.8,,1
314,14,4,MD,11/27/16,5/1/17,155,0,0,7b,0.42,10.27,5.34,9.08,224.55,288.18,7.25,18.07,12.66,15.85,67.04,115.635,11.21,25.23,18.22,19.37,5.71,110.545,11.26,20.19,15.73,14.26,46.96,113.27,17.12,29.4,23.26,20.83,0.41,74.44,17.58,492.555,702.055,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,10115.708,,1
315,14,4,MD,11/1/17,3/29/18,148,0,0,7b,-0.56,9.17,4.3,8.81,269.37,322.56,,,,,,,,,,,,,,,,,,,,,,,,,129.95,29.38,322.565,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,984.1666667,,1
316,14,4,MD,11/1/17,5/2/18,182,0,0,7b,-0.25,9.57,4.66,9.53,274.28,378.51,6.36,18.68,12.52,19.45,74.53,113.695,8.38,22.19,15.28,20.19,22.38,87.065,,,,,,,,,,,,,129.95,286.1,579.285,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,3970,,1
317,14,4,MD,11/1/17,5/28/18,208,0,0,7b,-0.25,9.57,4.66,9.53,274.28,378.51,6.36,18.68,12.52,19.45,74.53,113.695,9.19,23.35,16.27,20.59,22.38,106.865,14.1,25.36,19.73,19.56,2.36,106.33,16.83,26.49,21.66,15.92,179.64,307.755,129.95,719.99,1013.175,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,7384.833333,,1
318,14,16,AR,11/1/19,4/8/20,159,0,0,7a,0.35,12,6.18,9.51,415.24,363.03,6.77,17.38,12.08,12.4,208.66,115.13,8.64,19.54,14.09,15.42,53.1,106.565,15.06,29.48,22.26,21.06,0,35.735,,,,,,,104.46,333.22,620.445,0.0143,0.271,0.544,0.185,0.21,no,Drilled,,,0,1474.75,66.96301218,2
319,14,16,AR,11/1/19,4/27/20,178,0,0,7a,0.35,12,6.18,9.51,415.24,363.03,6.77,17.38,12.08,12.4,208.66,115.13,8.64,19.54,14.09,15.42,53.1,106.565,5.26,19.46,12.36,21.23,52.35,119.535,9.82,21.37,15.59,17.52,39.42,67.145,104.46,484.165,771.39,0.0143,0.271,0.544,0.185,0.21,no,Drilled,,,0,2342.525,594.9596457,2
320,14,16,AR,11/1/19,5/9/20,190,0,0,7a,0.35,12,6.18,9.51,415.24,363.03,6.77,17.38,12.08,12.4,208.66,115.13,8.64,19.54,14.09,15.42,53.1,106.565,5.26,19.46,12.36,21.23,52.35,119.535,10.21,22.4,16.3,19.08,102.35,214.255,104.46,631.275,918.5,0.0143,0.271,0.544,0.185,0.21,no,Drilled,,,0,3012.375,67.88225099,2
321,14,16,AR,10/25/18,3/18/19,144,0,0,7a,-0.5,10.44,4.97,9.6,465.25,355.62,,,,,,,,,,,,,,,,,,,,,,,,,146.005,54.63,355.62,0.0604,0.1783,0.6346,0.1204,0.1093,no,Drilled,,,0,474.2916667,469.4141837,3
322,14,16,AR,10/25/18,4/3/19,160,0,0,7a,-0.42,10.63,5.11,9.86,468.48,378.53,4.39,17.27,10.83,16.72,66.76,77.35,,,,,,,,,,,,,,,,,,,146.005,154.89,455.88,0.0604,0.1783,0.6346,0.1204,0.1093,no,Drilled,,,0,569.3166667,344.5078522,3
323,14,16,AR,10/25/18,4/23/19,180,0,0,7a,-0.42,10.63,5.11,9.86,468.48,378.53,4.98,18,11.49,17.03,70.09,106.56,8.45,22.48,15.46,19.24,44.45,121.685,8.73,22.28,15.5,18.77,7.88,66.605,,,,,,,146.005,372.405,673.395,0.0604,0.1783,0.6346,0.1204,0.1093,no,Drilled,,,0,1078.075,239.5593963,3
324,14,17,DE,10/15/16,4/13/17,180,0,0,7b,2.39,12.99,7.69,8.6,220.75,574.54,1.32,12.54,6.93,14.15,92.5,119.78,7.45,19.37,13.41,17.64,46.78,108.13,10.29,23.18,16.74,20.58,0,24.67,,,,,,,358.12,252.585,827.125,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1597.5,,1
325,14,17,DE,10/15/16,5/3/17,200,0,0,7b,2.39,12.99,7.69,8.6,220.75,574.54,1.32,12.54,6.93,14.15,92.5,119.78,7.45,19.37,13.41,17.64,46.78,108.13,10.15,22.7,16.42,20.26,0,108.22,13.39,22.7,18.04,15.54,45.48,176.405,358.12,512.545,1087.085,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4195,,1
326,14,17,DE,10/15/16,5/16/17,213,0,0,7b,2.39,12.99,7.69,8.6,220.75,574.54,1.32,12.54,6.93,14.15,92.5,119.78,7.45,19.37,13.41,17.64,46.78,108.13,10.15,22.7,16.42,20.26,0,108.22,11.26,21.05,16.16,17.36,124.01,304.735,358.12,640.875,1215.415,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3620,,1
327,14,17,DE,10/27/17,4/15/18,170,0,0,7b,0.22,10.51,5.36,9.53,443.32,452.18,4.55,17.11,10.83,19.66,51.09,77.72,,,,,,,,,,,,,,,,,,,198.055,138.75,529.895,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,535.225,,1
328,14,17,DE,10/27/17,5/15/18,200,0,0,7b,0.22,10.51,5.36,9.53,443.32,452.18,4.26,16.27,10.26,19.55,61.34,111.96,8.54,21.44,14.99,19.81,46.48,105.895,13.58,24.61,19.1,19.95,1.4,117.575,15.38,26.27,20.82,17.2,74.3,82.125,198.055,478.59,869.735,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1390,,1
329,14,17,DE,10/27/17,5/25/18,210,0,0,7b,0.22,10.51,5.36,9.53,443.32,452.18,4.26,16.27,10.26,19.55,61.34,111.96,8.54,21.44,14.99,19.81,46.48,105.895,13.58,24.61,19.1,19.95,1.4,117.575,15.84,25.53,20.69,16.82,203.05,244.285,198.055,640.75,1031.895,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2150,,1
330,14,17,DE,10/16/18,4/12/19,178,0,0,7b,1.26,10.93,6.09,8.76,575.4,458.65,4.18,16.29,10.24,18.37,36.25,110.965,9.16,20.41,14.78,16.74,3.48,41.535,,,,,,,,,,,,,253.025,193.07,611.14,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,272.5,38.81043674,3
331,14,17,DE,10/16/18,5/9/19,205,0,0,7b,1.26,10.93,6.09,8.76,575.4,458.65,4.18,16.29,10.24,18.37,36.25,110.965,10.57,20.66,15.61,15.12,36.33,100.925,12.63,22.88,17.76,16.97,57.89,120.195,12.37,23.44,17.9,19.88,47.91,175.53,253.025,548.175,966.245,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,824.1666667,138.345883,3
332,14,17,DE,10/16/18,5/24/19,220,0,0,7b,1.26,10.93,6.09,8.76,575.4,458.65,4.18,16.29,10.24,18.37,36.25,110.965,10.57,20.66,15.61,15.12,36.33,100.925,12.63,22.88,17.76,16.97,57.89,120.195,13.16,23.62,18.39,19.44,102.91,390.33,253.025,762.975,1181.045,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1200.833333,126.3015571,3
333,14,17,DE,10/30/19,4/7/20,160,0,0,7b,1.61,11.81,6.71,8.62,382.45,422.65,6.66,15.64,11.15,12.4,76.17,107.955,6.71,17.16,11.93,17.63,3.56,37.66,,,,,,,,,,,,,126.94,231.89,568.275,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,537.5,,1
334,14,17,DE,10/30/19,4/28/20,181,0,0,7b,1.61,11.81,6.71,8.62,382.45,422.65,6.66,15.64,11.15,12.4,76.17,107.955,6.3,17.63,11.96,18.78,45.22,113.46,5.64,16.04,10.84,18.06,45.1,70.84,,,,,,,126.94,378.53,714.915,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1655,,1
335,14,17,DE,10/30/19,5/13/20,196,0,0,7b,1.61,11.81,6.71,8.62,382.45,422.65,6.66,15.64,11.15,12.4,76.17,107.955,6.3,17.63,11.96,18.78,45.22,113.46,7.03,16.98,12,17.65,60.44,106.46,7.72,18.6,13.16,20.44,52.87,105.105,126.94,519.26,855.645,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2475,,1
336,14,18,IL,10/15/16,4/7/17,174,0,0,6a,-0.77,9.27,4.25,8.06,280,432.33,1.37,11.76,6.56,13.96,73.5,111.615,1.86,12.11,6.98,18.4,1.14,5.16,,,,,,,,,,,,,303.73,140.37,549.115,0.0517,0.07,0.598,0.332,0.182,no,Drilled,,,0,616.25,,1
337,14,18,IL,10/15/16,4/24/17,191,0,0,6a,-0.77,9.27,4.25,8.06,280,432.33,1.37,11.76,6.56,13.96,73.5,111.615,6.86,20.56,13.71,19.12,21.78,102.38,7.94,22.52,15.23,22.29,0,86.65,,,,,,,303.73,324.24,732.985,0.0517,0.07,0.598,0.332,0.182,no,Drilled,,,0,1810,,1
338,14,18,IL,10/15/16,5/4/17,201,0,0,6a,-0.77,9.27,4.25,8.06,280,432.33,1.37,11.76,6.56,13.96,73.5,111.615,6.86,20.56,13.71,19.12,21.78,102.38,8.53,23.26,15.89,21.9,25.12,114.93,7.19,14.41,10.8,12.38,125.47,51.19,303.73,403.705,812.45,0.0517,0.07,0.598,0.332,0.182,no,Drilled,,,0,2321.25,,1
339,14,19,IL,10/25/17,4/23/18,180,0,0,6a,-4.14,6.51,1.19,10.49,445.97,215.58,7.46,18.05,12.76,15.07,4.53,8.35,,,,,,,,,,,,,,,,,,,73.19,94.055,223.935,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,422.75,,1
340,14,19,IL,10/25/17,5/8/18,195,0,0,6a,-4.14,6.51,1.19,10.49,445.97,215.58,6.14,21.32,13.73,22.14,19.04,102.63,10.94,25.85,18.39,23.01,0,69.96,,,,,,,,,,,,,73.19,258.29,388.17,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,1207.533333,,1
341,14,19,IL,10/25/17,5/22/18,209,0,0,6a,-4.14,6.51,1.19,10.49,445.97,215.58,6.14,21.32,13.73,22.14,19.04,102.63,11.91,26.84,19.37,22.18,33.62,119.79,15.31,28.63,21.97,20.06,5.29,105.425,16.53,26.66,21.6,17.48,3.3,85.975,73.19,499.53,629.41,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,2162.85,,1
342,14,19,IL,10/17/19,4/16/20,182,0,0,6a,-2.19,7.14,2.48,9.11,499.46,216.34,2.29,15.03,8.66,19.97,15.9,67.655,,,,,,,,,,,,,,,,,,,94.33,156.325,284.005,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,370.75,,1
343,14,19,IL,10/17/19,5/7/20,203,0,0,6a,-2.19,7.14,2.48,9.11,499.46,216.34,2.12,15.49,8.8,20.15,45.48,106.435,6.54,17.95,12.24,17.61,106.11,101.95,,,,,,,,,,,,,94.33,297.05,424.73,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,1225.95,,1
344,14,19,IL,10/17/19,5/28/20,224,0,0,6a,-2.19,7.14,2.48,9.11,499.46,216.34,2.12,15.49,8.8,20.15,45.48,106.435,5.5,16.79,11.14,18.47,107.86,114.66,10.76,20.15,15.45,17.08,74.71,110.55,16.57,28.05,22.31,20.37,26.05,125.385,94.33,545.685,673.365,0.0458,0.055,0.6617,0.2833,0.1967,no,Drilled,,,0,3534.65,,1
345,14,20,LA,10/19/17,4/4/18,167,0,0,9a,12.66,24.23,18.44,11.96,120.04,379.2,6.8,19.25,13.03,9.61,149.94,313.335,4.27,15.19,9.73,9.94,265.34,318.405,15.9,25.12,20.51,11.35,53.75,257.165,12.02,23.44,17.73,16.65,109.21,479.88,1040,708.005,1748.005,0.0204,0.12,0.5518,0.3282,0.202,no,Drilled,,,0,2620,134.2572158,3
346,14,20,LA,10/19/17,4/20/18,183,0,0,9a,12.66,24.23,18.44,11.96,120.04,379.2,6.8,19.25,13.03,9.61,149.94,313.335,4.27,15.19,9.73,9.94,265.34,318.405,15.9,25.12,20.51,11.35,53.75,257.165,11.43,23.2,17.31,17.88,178.37,671.55,1040,899.675,1939.675,0.0204,0.12,0.5518,0.3282,0.202,no,Drilled,,,0,3028.333333,155.7709322,3
347,14,20,LA,10/19/17,5/7/18,200,0,0,9a,12.66,24.23,18.44,11.96,120.04,379.2,6.8,19.25,13.03,9.61,149.94,313.335,4.27,15.19,9.73,9.94,265.34,318.405,15.9,25.12,20.51,11.35,53.75,257.165,12.19,24.21,18.2,18.61,188.64,951.68,1040,1179.805,2219.805,0.0204,0.12,0.5518,0.3282,0.202,no,Drilled,,,0,6228.333333,337.6512007,3
348,14,21,MN,10/24/16,5/3/17,191,0,0,4b,-5.44,3.64,-0.9,8.19,226.96,199.16,4.58,13.82,9.2,15.52,131.93,94.84,3.88,18.44,11.16,25.55,0,6.765,,,,,,,,,,,,,118.24,169.63,300.755,0.035,0.095,0.68,0.225,0.23,no,Drilled,,,0,462.4666667,45.39945851,3
349,14,21,MN,10/24/16,5/15/17,203,0,0,4b,-5.44,3.64,-0.9,8.19,226.96,199.16,4.58,13.82,9.2,15.52,131.93,94.84,6.41,20.71,13.56,24.24,4.65,91.645,11.81,25.97,18.89,21.74,26.34,43.465,,,,,,,118.24,297.97,429.095,0.035,0.095,0.68,0.225,0.23,no,Drilled,,,0,2118.75,139.6961345,3
350,14,21,MN,10/24/16,5/25/17,213,0,0,4b,-5.44,3.64,-0.9,8.19,226.96,199.16,4.58,13.82,9.2,15.52,131.93,94.84,6.41,20.71,13.56,24.24,4.65,91.645,10,18.89,14.45,15.01,134.49,90.425,7.22,17.91,12.56,21.24,4.17,32.66,118.24,377.59,508.715,0.035,0.095,0.68,0.225,0.23,no,Drilled,,,0,3743.466667,27.52609368,3
351,14,22,MN,9/20/19,4/15/20,208,0,0,4b,-5.25,3.66,-0.79,8.63,365.65,283.47,-4.18,4.52,0.17,16.84,13.92,2.695,,,,,,,,,,,,,,,,,,,247.93,38.23,286.16,0.035,0.095,0.68,0.225,0.23,nan,nan,,,0,829.3433333,,1
352,14,22,MN,9/20/19,4/21/20,214,0,0,4b,-5.25,3.66,-0.79,8.63,365.65,283.47,-2.63,8.5,2.94,20.05,13.92,13.445,,,,,,,,,,,,,,,,,,,247.93,48.975,296.905,0.035,0.095,0.68,0.225,0.23,nan,nan,,,0,851.13,,1
353,14,22,MN,9/20/19,4/30/20,223,0,0,4b,-5.25,3.66,-0.79,8.63,365.65,283.47,0.84,13.02,6.93,20.52,34.19,80.105,,,,,,,,,,,,,,,,,,,247.93,115.635,363.565,0.035,0.095,0.68,0.225,0.23,nan,nan,,,0,1107.5,,1
354,14,23,MO,10/3/16,3/28/17,176,0,0,6b,10.97,23.05,17.01,11.06,70.72,389.26,-1.26,9.81,4.27,8.81,89.62,355.99,6.54,17.99,12.27,13.07,44.64,94.385,,,,,,,,,,,,,532.375,143.935,839.63,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,1086.916667,358.0157271,3
355,14,23,MO,10/3/16,4/13/17,192,0,0,6b,10.97,23.05,17.01,11.06,70.72,389.26,-1.26,9.81,4.27,8.81,89.62,355.99,6.76,17.14,11.95,12.43,54.39,113.245,7.36,19.54,13.45,17.6,44.65,108.63,11.78,26.51,19.14,21.92,0,14.745,532.375,286.165,981.86,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,1533.033333,76.87810698,3
356,14,23,MO,10/3/16,4/25/17,204,0,0,6b,10.97,23.05,17.01,11.06,70.72,389.26,-1.26,9.81,4.27,8.81,89.62,355.99,6.76,17.14,11.95,12.43,54.39,113.245,7.36,19.54,13.45,17.6,44.65,108.63,10.98,23.73,17.35,19.46,46.79,168.385,532.375,439.8,1135.495,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,3739.025,613.9454628,2
357,14,23,MO,10/25/17,4/12/18,169,0,0,6b,-2.65,8.51,2.93,10.1,259.75,327.58,11.16,29.82,20.49,23.67,0,16.09,,,,,,,,,,,,,,,,,,,137.595,89.32,343.67,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,482,,1
358,14,23,MO,10/25/17,4/30/18,187,0,0,6b,-2.65,8.51,2.93,10.1,259.75,327.58,5.52,17.96,11.74,20.43,7.38,120.69,6.84,22.54,14.69,23.85,0,30.875,,,,,,,,,,,,,137.595,224.8,479.15,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,1607.5,,1
359,14,23,MO,10/25/17,5/14/18,201,0,0,6b,-2.65,8.51,2.93,10.1,259.75,327.58,5.52,17.96,11.74,20.43,7.38,120.69,11.93,24.9,18.42,19.98,9.49,112.115,14.69,29.57,22.13,23.3,0,106.385,18.86,31.02,24.94,18.55,11.23,59.995,137.595,472.435,726.785,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,5677.5,,1
360,14,23,MO,10/25/18,4/5/19,162,0,0,6b,-2.82,6.75,1.97,9.22,462.69,228.23,2.76,12.6,7.68,14.52,24.54,24.93,,,,,,,,,,,,,,,,,,,86.675,113.085,253.155,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,604.575,,1
361,14,23,MO,10/25/18,4/25/19,182,0,0,6b,-2.82,6.75,1.97,9.22,462.69,228.23,6.05,18.04,12.05,17.81,24.54,109.05,7.43,20.77,14.1,18.34,36.75,106.705,11.48,19.56,15.52,15.14,0.79,22.23,,,,,,,86.675,326.14,466.21,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,847.375,,1
362,14,23,MO,10/25/18,5/14/19,201,0,0,6b,-2.82,6.75,1.97,9.22,462.69,228.23,6.05,18.04,12.05,17.81,24.54,109.05,7.43,20.77,14.1,18.34,36.75,106.705,10.16,19.53,14.84,15.2,91.06,114.84,9.19,19.96,14.57,16.87,32.99,101.735,86.675,520.495,660.565,0.0169,0.0495,0.7555,0.195,0.2132,no,Drilled,,,0,3309.5,,1
363,14,23,MO,11/5/19,4/2/20,149,0,0,6b,-1.71,8.34,3.32,8.79,479.07,224.84,7.68,21.42,14.55,18.25,34.14,81.185,,,,,,,,,,,,,,,,,,,55.795,167.485,306.02,0.0182,0.1001,0.6496,0.2503,0.1952,no,Drilled,,,0,1082.1,,1
364,14,23,MO,11/5/19,4/21/20,168,0,0,6b,-1.71,8.34,3.32,8.79,479.07,224.84,6.32,19.03,12.68,17.93,45.86,100.725,3.65,16.37,10.01,19.74,23.09,86.095,,,,,,,,,,,,,55.795,273.125,411.66,0.0182,0.1001,0.6496,0.2503,0.1952,no,Drilled,,,0,1592.9,,1
365,14,24,NC,11/28/17,5/7/18,160,0,0,8a,-0.29,12.33,6.02,8.41,240.12,314.94,2.86,15.39,9.12,15.41,130.46,200.18,6.85,20.4,13.62,18.59,95.25,193.695,11.85,25.54,18.7,19.08,27.55,142.95,,,,,,,97.43,692.655,851.77,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,8140.693333,303.5664443,3
366,14,24,NC,11/28/17,4/2/18,125,0,0,8a,-0.29,12.33,6.02,8.41,240.12,314.94,2.62,14.61,8.62,14.84,125.44,162.48,,,,,,,,,,,,,,,,,,,97.43,318.3,477.415,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,2523.866667,64.40394191,3
367,14,24,NC,11/28/17,4/23/18,146,0,0,8a,-0.29,12.33,6.02,8.41,240.12,314.94,2.86,15.39,9.12,15.41,130.46,200.18,5.6,20,12.8,19.68,65.05,142.755,,,,,,,,,,,,,97.43,498.765,657.88,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,4595.52,333.4663929,3
368,14,24,NC,12/2/18,5/7/19,156,0,0,8a,1.71,12.73,7.22,8.87,344.06,355.65,4.3,18.41,11.36,17.81,72.77,194.765,12.07,23.93,18,16.38,75.71,203.995,14.64,28.02,21.33,20.17,15.49,186.23,15.52,26.51,21.01,19.37,0,49.835,112.1,792.445,990.46,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,1832.993333,77.76452233,3
369,14,24,NC,12/2/18,4/9/19,128,0,0,8a,1.71,12.73,7.22,8.87,344.06,355.65,4.3,18.41,11.36,17.81,72.77,194.765,15.74,23.01,19.38,11.48,0,14.975,,,,,,,,,,,,,112.1,367.365,565.38,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,1082.833333,31.27934995,3
370,14,24,NC,12/2/18,4/29/19,148,0,0,8a,1.71,12.73,7.22,8.87,344.06,355.65,4.3,18.41,11.36,17.81,72.77,194.765,12.07,23.93,18,16.38,75.71,203.995,13.19,26.55,19.87,20.09,10.74,92.81,,,,,,,112.1,649.195,847.21,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,1833.013333,83.50164629,3
371,14,24,NC,12/6/19,5/22/20,168,0,0,8a,2.73,14.46,8.6,9.06,357.71,407.8,7.91,18.16,13.03,13.24,94.66,198.575,8.7,22.79,15.74,19.19,22.41,192.86,8.68,21.23,14.95,18.31,134.62,200.485,10.63,22.87,16.75,20.45,84.06,259.33,112.83,1009.735,1259.065,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,3102.816667,262.3869832,3
372,14,24,NC,12/6/19,4/21/20,137,0,0,8a,2.73,14.46,8.6,9.06,357.71,407.8,7.91,18.16,13.03,13.24,94.66,198.575,8.7,22.79,15.74,19.19,22.41,192.86,6.85,20.53,13.69,18.61,54.48,83.615,,,,,,,112.83,633.535,882.865,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,1641.55,196.7181566,3
373,14,24,NC,12/6/19,5/7/20,153,0,0,8a,2.73,14.46,8.6,9.06,357.71,407.8,7.91,18.16,13.03,13.24,94.66,198.575,8.7,22.79,15.74,19.19,22.41,192.86,8.68,21.23,14.95,18.31,134.62,200.485,10.69,23.59,17.14,21.08,0.34,76.45,112.83,826.855,1076.185,0.016,0.641,0.264,0.095,0.18,no,Drilled,,,0,2286.258333,124.2787601,3
374,14,25,NE,10/29/18,4/10/19,163,0,0,5b,-7.16,3.23,-1.96,9.72,233.55,113.95,7.84,21.98,14.91,19.18,6.07,42.045,,,,,,,,,,,,,,,,,,,33.31,115.94,156,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,177.45,,1
375,14,25,NE,10/29/18,4/18/19,171,0,0,5b,-7.16,3.23,-1.96,9.72,233.55,113.95,4.05,17.99,11.02,19.65,6.36,81.665,,,,,,,,,,,,,,,,,,,33.31,155.56,195.62,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,709.3,,1
376,14,25,NE,10/29/18,5/10/19,193,0,0,5b,-7.16,3.23,-1.96,9.72,233.55,113.95,3.96,18.9,11.43,20.41,6.36,100.625,5.96,18.34,12.15,18.1,27.67,108.55,6.2,16.41,11.3,16.54,35.49,41.425,,,,,,,33.31,324.5,364.56,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,1389.5,,1
377,14,25,NE,9/8/17,3/29/18,202,0,0,5b,13.91,27.49,20.7,14.09,131.41,383.97,-5.41,6.61,0.6,8.29,159.01,300.685,-1.31,8.77,3.73,11.89,83.96,28.24,,,,,,,,,,,,,664.81,34.35,712.905,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,2136,,1
378,14,25,NE,9/8/17,4/17/18,221,0,0,5b,13.91,27.49,20.7,14.09,131.41,383.97,-5.41,6.61,0.6,8.29,159.01,300.685,-2.44,9.14,3.35,15.09,89.48,60.54,,,,,,,,,,,,,664.81,66.65,745.205,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,2610.25,,1
379,14,25,NE,9/8/17,4/27/18,231,0,0,5b,13.91,27.49,20.7,14.09,131.41,383.97,-5.41,6.61,0.6,8.29,159.01,300.685,-1.64,10.73,4.54,16.35,94.23,117.72,,,,,,,,,,,,,664.81,123.825,802.38,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,3323.625,,1
380,14,25,NE,10/19/19,4/14/20,178,0,0,5b,-4.7,6.74,1.02,9.12,159.46,158.71,-0.6,14.95,7.18,20.33,4.8,57.6,,,,,,,,,,,,,,,,,,,67.415,139.34,216.315,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,681.9,,1
381,14,25,NE,10/19/19,4/29/20,193,0,0,5b,-4.7,6.74,1.02,9.12,159.46,158.71,-0.33,15.62,7.65,20.92,13.69,98.81,7.12,22.49,14.81,19.88,5.58,72.855,,,,,,,,,,,,,67.415,253.395,330.37,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,1122.5,,1
382,14,25,NE,10/19/19,5/8/20,202,0,0,5b,-4.7,6.74,1.02,9.12,159.46,158.71,-0.33,15.62,7.65,20.92,13.69,98.81,7.34,23.67,15.51,21.15,5.58,99.975,7.32,18.06,12.69,15.95,17.59,58.03,,,,,,,67.415,338.545,415.52,0.028,0.149,0.6314,0.2196,0.2291,no,Drilled,,,0,1644.25,,1
383,14,26,TX,10/30/18,3/21/19,142,0,0,9a,6.18,18.49,12.33,10.14,272.13,375.8,4.59,16.97,10.78,9.57,219.32,325.49,5.94,17.03,11.48,13.13,60.19,251.235,8.95,21.71,15.33,17.84,20.64,120.235,,,,,,,777.72,295.03,1072.75,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,747.336,,1
384,14,26,TX,10/30/18,4/2/19,154,0,0,9a,6.18,18.49,12.33,10.14,272.13,375.8,4.59,16.97,10.78,9.57,219.32,325.49,5.94,17.03,11.48,13.13,60.19,251.235,9.31,22.74,16.03,18.79,21.17,255.805,1.53,21.76,11.65,24.49,0,7.245,777.72,437.84,1215.56,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,1653.334,,1
385,14,26,TX,10/30/18,5/1/19,183,0,0,9a,6.18,18.49,12.33,10.14,272.13,375.8,4.59,16.97,10.78,9.57,219.32,325.49,5.94,17.03,11.48,13.13,60.19,251.235,9.31,22.74,16.03,18.79,21.17,255.805,13.23,26.72,19.97,18.73,210.28,464.815,777.72,895.405,1673.125,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,2714.668,,1
386,14,26,TX,10/1/19,4/30/20,212,0,0,9a,15.45,30.57,23.01,14.16,38.47,382.61,5.75,20.75,13.25,10.99,110.33,307.285,5.52,20.24,12.88,9.77,24.75,313.855,5.05,19.53,12.29,10.77,75.5,315.71,11.4,23.91,17.66,16.35,230.14,1056.61,1335.065,1041.01,2376.075,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,4556.5,,1
